,filename,style,in_train,who
31601,16817.jpg,Post-Impressionism,True,Allison
31602,100449.jpg,Impressionism,True,Allison
31603,5630.jpg,Impressionism,False,Allison
31604,54682.jpg,Impressionism,True,Allison
31605,90695.jpg,Post-Impressionism,False,Allison
31606,19773.jpg,Expressionism,True,Allison
31607,97919.jpg,Expressionism,True,Allison
31608,58916.jpg,Realism,True,Allison
31609,103044.jpg,Baroque,True,Allison
31610,73817.jpg,Post-Impressionism,True,Allison
31611,59079.jpg,Art Nouveau (Modern),True,Allison
31612,63946.jpg,Art Nouveau (Modern),True,Allison
31613,42132.jpg,Expressionism,True,Allison
31614,65404.jpg,Impressionism,True,Allison
31615,95253.jpg,Realism,True,Allison
31616,102747.jpg,Realism,False,Allison
31617,63307.jpg,Realism,False,Allison
31618,68441.jpg,Realism,True,Allison
31619,41097.jpg,Realism,True,Allison
31620,93289.jpg,Impressionism,True,Allison
31621,25580.jpg,Impressionism,True,Allison
31622,20689.jpg,Impressionism,True,Allison
31623,27942.jpg,Medieval,True,Allison
31624,10845.jpg,Impressionism,True,Allison
31625,53766.jpg,Realism,True,Allison
31626,8298.jpg,Renaissance,True,Allison
31627,9072.jpg,Renaissance,True,Allison
31628,39953.jpg,Expressionism,True,Allison
31629,76223.jpg,Abstract Expressionism,True,Allison
31630,56721.jpg,Renaissance,True,Allison
31631,82522.jpg,Art Nouveau (Modern),False,Allison
31632,4190.jpg,Renaissance,True,Allison
31633,38021.jpg,Renaissance,True,Allison
31634,100319.jpg,Post-Impressionism,True,Allison
31635,82719.jpg,Post-Impressionism,False,Allison
31636,53279.jpg,Realism,False,Allison
31637,49631.jpg,Renaissance,True,Allison
31638,13024.jpg,Baroque,True,Allison
31639,5820.jpg,Renaissance,True,Allison
31640,95764.jpg,Baroque,True,Allison
31641,52015.jpg,Post-Impressionism,True,Allison
31642,92129.jpg,Renaissance,True,Allison
31643,96502.jpg,Realism,True,Allison
31644,91802.jpg,Realism,False,Allison
31645,27922.jpg,Impressionism,True,Allison
31646,100572.jpg,Impressionism,True,Allison
31647,22024.jpg,Impressionism,False,Allison
31648,95616.jpg,Realism,False,Allison
31649,97163.jpg,Impressionism,True,Allison
31650,33007.jpg,Impressionism,True,Allison
31651,99806.jpg,Realism,True,Allison
31652,42405.jpg,Impressionism,True,Allison
31653,95243.jpg,Realism,False,Allison
31654,85344.jpg,Realism,True,Allison
31655,89465.jpg,Baroque,True,Allison
31656,29276.jpg,Baroque,False,Allison
31657,1595.jpg,Impressionism,True,Allison
31658,81712.jpg,Impressionism,True,Allison
31659,23861.jpg,Realism,True,Allison
31660,93991.jpg,Expressionism,True,Allison
31661,87710.jpg,Art Nouveau (Modern),False,Allison
31662,31672.jpg,Realism,True,Allison
31663,88744.jpg,Impressionism,False,Allison
31664,49243.jpg,Impressionism,False,Allison
31665,69771.jpg,Renaissance,True,Allison
31666,71363.jpg,Impressionism,True,Allison
31667,33133.jpg,Impressionism,True,Allison
31668,66425.jpg,Expressionism,True,Allison
31669,49596.jpg,Expressionism,True,Allison
31670,16247.jpg,Expressionism,True,Allison
31671,68792.jpg,Expressionism,True,Allison
31672,11472.jpg,Impressionism,False,Allison
31673,17481.jpg,Renaissance,False,Allison
31674,25813.jpg,Baroque,True,Allison
31675,771.jpg,Post-Impressionism,True,Allison
31676,85733.jpg,Abstract Expressionism,True,Allison
31677,19992.jpg,Realism,True,Allison
31678,83170.jpg,Renaissance,False,Allison
31679,67502.jpg,Art Nouveau (Modern),True,Allison
31680,17699.jpg,Expressionism,True,Allison
31681,12612.jpg,Impressionism,True,Allison
31682,22961.jpg,Realism,True,Allison
31683,80126.jpg,Expressionism,False,Allison
31684,93398.jpg,Realism,True,Allison
31685,89113.jpg,Realism,True,Allison
31686,38374.jpg,Impressionism,True,Allison
31687,68892.jpg,Post-Impressionism,False,Allison
31688,71527.jpg,Impressionism,True,Allison
31689,40837.jpg,Post-Impressionism,True,Allison
31690,13132.jpg,Baroque,True,Allison
31691,1226.jpg,Art Nouveau (Modern),False,Allison
31692,64523.jpg,Realism,True,Allison
31693,64719.jpg,Realism,False,Allison
31694,97669.jpg,Realism,False,Allison
31695,38301.jpg,Realism,True,Allison
31696,348.jpg,Expressionism,False,Allison
31697,91632.jpg,Impressionism,True,Allison
31698,98168.jpg,Realism,True,Allison
31699,37035.jpg,Impressionism,True,Allison
31700,75593.jpg,Impressionism,False,Allison
31701,83367.jpg,Realism,True,Allison
31702,89112.jpg,Impressionism,True,Allison
31703,95426.jpg,Expressionism,True,Allison
31704,93084.jpg,Realism,True,Allison
31705,18682.jpg,Renaissance,True,Allison
31706,96568.jpg,Expressionism,True,Allison
31707,93488.jpg,Baroque,True,Allison
31708,29691.jpg,Expressionism,True,Allison
31709,80227.jpg,Impressionism,True,Allison
31710,100082.jpg,Realism,True,Allison
31711,1787.jpg,Impressionism,True,Allison
31712,98827.jpg,Realism,True,Allison
31713,32008.jpg,Medieval,False,Allison
31714,2748.jpg,Impressionism,True,Allison
31715,24787.jpg,Expressionism,False,Allison
31716,808.jpg,Realism,False,Allison
31717,49378.jpg,Realism,False,Allison
31718,83561.jpg,Realism,True,Allison
31719,99730.jpg,Realism,True,Allison
31720,53435.jpg,Realism,True,Allison
31721,77908.jpg,Baroque,True,Allison
31722,67306.jpg,Realism,True,Allison
31723,17460.jpg,Impressionism,True,Allison
31724,12150.jpg,Impressionism,False,Allison
31725,79721.jpg,Realism,True,Allison
31726,21664.jpg,Art Nouveau (Modern),False,Allison
31727,28438.jpg,Impressionism,True,Allison
31728,48534.jpg,Impressionism,True,Allison
31729,24874.jpg,Impressionism,True,Allison
31730,63180.jpg,Impressionism,True,Allison
31731,61778.jpg,Post-Impressionism,True,Allison
31732,24368.jpg,Impressionism,True,Allison
31733,44052.jpg,Impressionism,False,Allison
31734,84746.jpg,Impressionism,True,Allison
31735,30413.jpg,Renaissance,True,Allison
31736,58272.jpg,Impressionism,False,Allison
31737,76791.jpg,Impressionism,True,Allison
31738,6714.jpg,Abstract Expressionism,True,Allison
31739,4600.jpg,Art Nouveau (Modern),True,Allison
31740,4782.jpg,Expressionism,True,Allison
31741,59716.jpg,Expressionism,True,Allison
31742,49807.jpg,Expressionism,True,Allison
31743,64380.jpg,Realism,True,Allison
31744,7165.jpg,Realism,True,Allison
31745,74506.jpg,Realism,False,Allison
31746,79763.jpg,Realism,True,Allison
31747,86815.jpg,Art Nouveau (Modern),True,Allison
31748,5230.jpg,Realism,True,Allison
31749,70707.jpg,Realism,True,Allison
31750,10774.jpg,Baroque,False,Allison
31751,69368.jpg,Renaissance,False,Allison
31752,70847.jpg,Realism,True,Allison
31753,29024.jpg,Realism,True,Allison
31754,99977.jpg,Impressionism,True,Allison
31755,35902.jpg,Renaissance,True,Allison
31756,37546.jpg,Realism,True,Allison
31757,4706.jpg,Realism,True,Allison
31758,32669.jpg,Realism,True,Allison
31759,63073.jpg,Impressionism,False,Allison
31760,59802.jpg,Baroque,True,Allison
31761,79978.jpg,Realism,True,Allison
31762,55601.jpg,Post-Impressionism,True,Allison
31763,27380.jpg,Renaissance,True,Allison
31764,88992.jpg,Renaissance,False,Allison
31765,99205.jpg,Renaissance,True,Allison
31766,63451.jpg,Realism,True,Allison
31767,48194.jpg,Art Nouveau (Modern),True,Allison
31768,94514.jpg,Impressionism,True,Allison
31769,43676.jpg,Art Nouveau (Modern),True,Allison
31770,75458.jpg,Abstract Expressionism,True,Allison
31771,22929.jpg,Realism,True,Allison
31772,78319.jpg,Renaissance,True,Allison
31773,70018.jpg,Expressionism,True,Allison
31774,26253.jpg,Abstract Expressionism,False,Allison
31775,29732.jpg,Baroque,False,Allison
31776,16321.jpg,Expressionism,True,Allison
31777,39047.jpg,Realism,True,Allison
31778,64042.jpg,Realism,True,Allison
31779,13719.jpg,Realism,True,Allison
31780,15128.jpg,Realism,True,Allison
31781,1381.jpg,Realism,False,Allison
31782,62518.jpg,Realism,False,Allison
31783,61938.jpg,Realism,True,Allison
31784,89413.jpg,Impressionism,False,Allison
31785,11944.jpg,Renaissance,True,Allison
31786,36222.jpg,Realism,True,Allison
31787,66768.jpg,Realism,True,Allison
31788,37017.jpg,Realism,True,Allison
31789,1867.jpg,Impressionism,True,Allison
31790,102805.jpg,Impressionism,True,Allison
31791,95845.jpg,Baroque,True,Allison
31792,49983.jpg,Realism,True,Allison
31793,47991.jpg,Art Nouveau (Modern),True,Allison
31794,78474.jpg,Baroque,False,Allison
31795,91475.jpg,Post-Impressionism,True,Allison
31796,80259.jpg,Realism,True,Allison
31797,39109.jpg,Post-Impressionism,True,Allison
31798,63487.jpg,Impressionism,True,Allison
31799,61811.jpg,Expressionism,True,Allison
31800,30997.jpg,Impressionism,True,Allison
31801,60783.jpg,Impressionism,True,Allison
31802,95132.jpg,Post-Impressionism,False,Allison
31803,87609.jpg,Art Nouveau (Modern),True,Allison
31804,72475.jpg,Expressionism,False,Allison
31805,67304.jpg,Art Nouveau (Modern),True,Allison
31806,9978.jpg,Art Nouveau (Modern),False,Allison
31807,72655.jpg,Impressionism,False,Allison
31808,32610.jpg,Realism,True,Allison
31809,85126.jpg,Baroque,True,Allison
31810,61514.jpg,Impressionism,False,Allison
31811,13353.jpg,Expressionism,True,Allison
31812,46719.jpg,Impressionism,True,Allison
31813,93570.jpg,Baroque,True,Allison
31814,96591.jpg,Realism,True,Allison
31815,85362.jpg,Post-Impressionism,True,Allison
31816,24613.jpg,Art Nouveau (Modern),True,Allison
31817,18005.jpg,Expressionism,True,Allison
31818,77507.jpg,Impressionism,True,Allison
31819,63206.jpg,Renaissance,True,Allison
31820,73717.jpg,Post-Impressionism,True,Allison
31821,6355.jpg,Impressionism,True,Allison
31822,30352.jpg,Renaissance,True,Allison
31823,50728.jpg,Realism,False,Allison
31824,10860.jpg,Realism,True,Allison
31825,30043.jpg,Realism,True,Allison
31826,80062.jpg,Realism,True,Allison
31827,20241.jpg,Post-Impressionism,True,Allison
31828,4416.jpg,Realism,True,Allison
31829,7104.jpg,Impressionism,True,Allison
31830,55572.jpg,Realism,False,Allison
31831,35256.jpg,Realism,True,Allison
31832,52330.jpg,Impressionism,True,Allison
31833,26504.jpg,Expressionism,True,Allison
31834,87656.jpg,Post-Impressionism,True,Allison
31835,17586.jpg,Impressionism,True,Allison
31836,79552.jpg,Expressionism,True,Allison
31837,26035.jpg,Impressionism,True,Allison
31838,70947.jpg,Art Nouveau (Modern),True,Allison
31839,40675.jpg,Realism,False,Allison
31840,49711.jpg,Renaissance,True,Allison
31841,93170.jpg,Impressionism,True,Allison
31842,43731.jpg,Post-Impressionism,True,Allison
31843,69476.jpg,Post-Impressionism,True,Allison
31844,29946.jpg,Realism,True,Allison
31845,89608.jpg,Realism,True,Allison
31846,52067.jpg,Post-Impressionism,False,Allison
31847,63105.jpg,Impressionism,True,Allison
31848,77216.jpg,Abstract Expressionism,True,Allison
31849,69478.jpg,Art Nouveau (Modern),True,Allison
31850,22850.jpg,Impressionism,True,Allison
31851,29535.jpg,Baroque,True,Allison
31852,25786.jpg,Impressionism,True,Allison
31853,56024.jpg,Impressionism,True,Allison
31854,62895.jpg,Realism,True,Allison
31855,75249.jpg,Expressionism,True,Allison
31856,103155.jpg,Post-Impressionism,True,Allison
31857,71353.jpg,Impressionism,True,Allison
31858,99211.jpg,Renaissance,True,Allison
31859,25859.jpg,Renaissance,False,Allison
31860,56734.jpg,Realism,True,Allison
31861,96679.jpg,Renaissance,True,Allison
31862,6806.jpg,Post-Impressionism,True,Allison
31863,86229.jpg,Post-Impressionism,True,Allison
31864,88684.jpg,Realism,False,Allison
31865,39042.jpg,Expressionism,True,Allison
31866,80152.jpg,Realism,True,Allison
31867,86411.jpg,Realism,True,Allison
31868,87621.jpg,Realism,True,Allison
31869,37861.jpg,Realism,True,Allison
31870,15891.jpg,Impressionism,True,Allison
31871,15059.jpg,Realism,True,Allison
31872,46138.jpg,Realism,False,Allison
31873,40039.jpg,Realism,True,Allison
31874,92543.jpg,Realism,True,Allison
31875,86738.jpg,Impressionism,False,Allison
31876,102691.jpg,Realism,True,Allison
31877,64797.jpg,Abstract Expressionism,False,Allison
31878,63588.jpg,Art Nouveau (Modern),True,Allison
31879,25199.jpg,Realism,True,Allison
31880,34059.jpg,Impressionism,True,Allison
31881,49214.jpg,Baroque,True,Allison
31882,78258.jpg,Post-Impressionism,True,Allison
31883,92631.jpg,Impressionism,True,Allison
31884,64103.jpg,Renaissance,True,Allison
31885,71614.jpg,Art Nouveau (Modern),True,Allison
31886,94655.jpg,Impressionism,True,Allison
31887,31216.jpg,Renaissance,True,Allison
31888,38215.jpg,Post-Impressionism,True,Allison
31889,41928.jpg,Impressionism,True,Allison
31890,98720.jpg,Expressionism,True,Allison
31891,100723.jpg,Baroque,True,Allison
31892,62335.jpg,Realism,True,Allison
31893,9260.jpg,Impressionism,True,Allison
31894,37739.jpg,Realism,True,Allison
31895,95950.jpg,Expressionism,True,Allison
31896,28042.jpg,Post-Impressionism,True,Allison
31897,31089.jpg,Impressionism,True,Allison
31898,20107.jpg,Renaissance,True,Allison
31899,6415.jpg,Post-Impressionism,True,Allison
31900,16856.jpg,Realism,True,Allison
31901,19601.jpg,Expressionism,True,Allison
31902,24513.jpg,Renaissance,True,Allison
31903,28243.jpg,Art Nouveau (Modern),True,Allison
31904,74834.jpg,Art Nouveau (Modern),True,Allison
31905,19021.jpg,Realism,True,Allison
31906,78991.jpg,Realism,True,Allison
31907,76771.jpg,Impressionism,True,Allison
31908,1533.jpg,Realism,True,Allison
31909,75521.jpg,Realism,True,Allison
31910,62164.jpg,Expressionism,True,Allison
31911,75532.jpg,Realism,True,Allison
31912,22877.jpg,Baroque,True,Allison
31913,101214.jpg,Impressionism,True,Allison
31914,55033.jpg,Baroque,True,Allison
31915,99602.jpg,Post-Impressionism,True,Allison
31916,32620.jpg,Realism,True,Allison
31917,47894.jpg,Renaissance,True,Allison
31918,71892.jpg,Impressionism,False,Allison
31919,8655.jpg,Baroque,True,Allison
31920,57980.jpg,Expressionism,True,Allison
31921,20237.jpg,Impressionism,True,Allison
31922,72864.jpg,Baroque,False,Allison
31923,98743.jpg,Realism,True,Allison
31924,89233.jpg,Expressionism,True,Allison
31925,93016.jpg,Realism,True,Allison
31926,53402.jpg,Realism,True,Allison
31927,94824.jpg,Impressionism,True,Allison
31928,27822.jpg,Renaissance,True,Allison
31929,43100.jpg,Realism,True,Allison
31930,93813.jpg,Realism,False,Allison
31931,61233.jpg,Realism,True,Allison
31932,59616.jpg,Post-Impressionism,True,Allison
31933,9405.jpg,Art Nouveau (Modern),True,Allison
31934,48465.jpg,Realism,True,Allison
31935,73063.jpg,Realism,True,Allison
31936,12741.jpg,Realism,True,Allison
31937,32852.jpg,Realism,True,Allison
31938,14636.jpg,Realism,True,Allison
31939,48746.jpg,Realism,True,Allison
31940,89564.jpg,Art Nouveau (Modern),True,Allison
31941,8403.jpg,Realism,True,Allison
31942,24798.jpg,Realism,False,Allison
31943,93046.jpg,Impressionism,True,Allison
31944,18611.jpg,Realism,False,Allison
31945,2577.jpg,Renaissance,True,Allison
31946,25418.jpg,Realism,True,Allison
31947,90273.jpg,Impressionism,True,Allison
31948,69398.jpg,Realism,True,Allison
31949,85591.jpg,Expressionism,True,Allison
31950,2869.jpg,Renaissance,False,Allison
31951,72709.jpg,Impressionism,True,Allison
31952,30844.jpg,Renaissance,False,Allison
31953,71920.jpg,Expressionism,True,Allison
31954,48710.jpg,Post-Impressionism,True,Allison
31955,11683.jpg,Impressionism,True,Allison
31956,46582.jpg,Renaissance,False,Allison
31957,89760.jpg,Realism,True,Allison
31958,47084.jpg,Realism,True,Allison
31959,21384.jpg,Renaissance,False,Allison
31960,25945.jpg,Realism,True,Allison
31961,10288.jpg,Baroque,True,Allison
31962,22496.jpg,Realism,False,Allison
31963,90678.jpg,Renaissance,True,Allison
31964,93624.jpg,Renaissance,True,Allison
31965,30022.jpg,Realism,True,Allison
31966,11319.jpg,Baroque,True,Allison
31967,48834.jpg,Impressionism,True,Allison
31968,40701.jpg,Realism,True,Allison
31969,85192.jpg,Realism,True,Allison
31970,98052.jpg,Realism,False,Allison
31971,100988.jpg,Realism,False,Allison
31972,33518.jpg,Baroque,False,Allison
31973,5323.jpg,Realism,True,Allison
31974,2993.jpg,Realism,True,Allison
31975,68906.jpg,Baroque,True,Allison
31976,35236.jpg,Impressionism,True,Allison
31977,25432.jpg,Realism,True,Allison
31978,39610.jpg,Art Nouveau (Modern),True,Allison
31979,9558.jpg,Expressionism,False,Allison
31980,90303.jpg,Post-Impressionism,True,Allison
31981,83955.jpg,Renaissance,True,Allison
31982,2101.jpg,Expressionism,True,Allison
31983,40223.jpg,Expressionism,True,Allison
31984,30571.jpg,Realism,True,Allison
31985,9880.jpg,Realism,True,Allison
31986,36134.jpg,Realism,False,Allison
31987,32531.jpg,Impressionism,False,Allison
31988,37278.jpg,Expressionism,False,Allison
31989,71769.jpg,Impressionism,True,Allison
31990,78763.jpg,Impressionism,True,Allison
31991,56270.jpg,Expressionism,False,Allison
31992,62053.jpg,Post-Impressionism,True,Allison
31993,27753.jpg,Expressionism,True,Allison
31994,15142.jpg,Realism,True,Allison
31995,25506.jpg,Realism,True,Allison
31996,3111.jpg,Renaissance,True,Allison
31997,73747.jpg,Realism,True,Allison
31998,76858.jpg,Baroque,True,Allison
31999,66702.jpg,Renaissance,False,Allison
32000,92877.jpg,Expressionism,True,Allison
32001,91829.jpg,Realism,True,Allison
32002,99736.jpg,Realism,False,Allison
32003,10463.jpg,Realism,False,Allison
32004,41142.jpg,Realism,True,Allison
32005,93769.jpg,Realism,True,Allison
32006,86415.jpg,Impressionism,True,Allison
32007,27671.jpg,Renaissance,True,Allison
32008,83416.jpg,Impressionism,False,Allison
32009,81056.jpg,Expressionism,True,Allison
32010,37006.jpg,Expressionism,True,Allison
32011,86177.jpg,Baroque,True,Allison
32012,72179.jpg,Expressionism,True,Allison
32013,83754.jpg,Impressionism,True,Allison
32014,23806.jpg,Realism,True,Allison
32015,14117.jpg,Impressionism,True,Allison
32016,28430.jpg,Realism,True,Allison
32017,47234.jpg,Post-Impressionism,False,Allison
32018,91922.jpg,Renaissance,False,Allison
32019,76612.jpg,Realism,True,Allison
32020,40041.jpg,Renaissance,True,Allison
32021,33544.jpg,Realism,False,Allison
32022,28458.jpg,Impressionism,True,Allison
32023,52168.jpg,Realism,True,Allison
32024,19908.jpg,Realism,True,Allison
32025,95077.jpg,Realism,True,Allison
32026,23007.jpg,Realism,True,Allison
32027,99357.jpg,Impressionism,False,Allison
32028,23160.jpg,Realism,True,Allison
32029,27259.jpg,Realism,True,Allison
32030,90334.jpg,Impressionism,True,Allison
32031,14497.jpg,Post-Impressionism,True,Allison
32032,99607.jpg,Post-Impressionism,True,Allison
32033,72618.jpg,Impressionism,True,Allison
32034,28553.jpg,Renaissance,True,Allison
32035,36112.jpg,Realism,True,Allison
32036,1946.jpg,Impressionism,True,Allison
32037,38067.jpg,Realism,True,Allison
32038,19671.jpg,Expressionism,False,Allison
32039,39147.jpg,Impressionism,True,Allison
32040,28328.jpg,Baroque,True,Allison
32041,8707.jpg,Post-Impressionism,True,Allison
32042,76859.jpg,Renaissance,True,Allison
32043,39671.jpg,Expressionism,True,Allison
32044,66674.jpg,Expressionism,True,Allison
32045,36245.jpg,Realism,True,Allison
32046,88216.jpg,Realism,True,Allison
32047,76651.jpg,Expressionism,True,Allison
32048,29453.jpg,Impressionism,True,Allison
32049,6381.jpg,Realism,True,Allison
32050,36357.jpg,Art Nouveau (Modern),True,Allison
32051,91347.jpg,Renaissance,True,Allison
32052,34927.jpg,Renaissance,True,Allison
32053,83727.jpg,Realism,True,Allison
32054,93314.jpg,Expressionism,True,Allison
32055,21650.jpg,Medieval,False,Allison
32056,72951.jpg,Impressionism,False,Allison
32057,78029.jpg,Realism,False,Allison
32058,41075.jpg,Realism,False,Allison
32059,72509.jpg,Impressionism,False,Allison
32060,27791.jpg,Impressionism,True,Allison
32061,95784.jpg,Realism,False,Allison
32062,89272.jpg,Realism,True,Allison
32063,1781.jpg,Impressionism,True,Allison
32064,37549.jpg,Impressionism,True,Allison
32065,9997.jpg,Expressionism,True,Allison
32066,17646.jpg,Realism,True,Allison
32067,64407.jpg,Impressionism,True,Allison
32068,12415.jpg,Impressionism,True,Allison
32069,42165.jpg,Realism,True,Allison
32070,16809.jpg,Baroque,False,Allison
32071,98665.jpg,Art Nouveau (Modern),False,Allison
32072,42979.jpg,Baroque,True,Allison
32073,28235.jpg,Renaissance,True,Allison
32074,69945.jpg,Baroque,True,Allison
32075,45183.jpg,Renaissance,True,Allison
32076,9868.jpg,Expressionism,True,Allison
32077,2120.jpg,Art Nouveau (Modern),True,Allison
32078,86648.jpg,Expressionism,True,Allison
32079,17997.jpg,Expressionism,True,Allison
32080,77126.jpg,Expressionism,True,Allison
32081,3615.jpg,Impressionism,True,Allison
32082,95214.jpg,Baroque,True,Allison
32083,44767.jpg,Art Nouveau (Modern),True,Allison
32084,81618.jpg,Expressionism,True,Allison
32085,2287.jpg,Post-Impressionism,True,Allison
32086,75810.jpg,Expressionism,True,Allison
32087,97480.jpg,Impressionism,False,Allison
32088,16047.jpg,Realism,True,Allison
32089,38257.jpg,Renaissance,True,Allison
32090,20653.jpg,Expressionism,True,Allison
32091,1604.jpg,Impressionism,False,Allison
32092,16088.jpg,Impressionism,False,Allison
32093,95567.jpg,Realism,True,Allison
32094,14024.jpg,Realism,False,Allison
32095,89254.jpg,Impressionism,False,Allison
32096,97549.jpg,Impressionism,True,Allison
32097,11361.jpg,Impressionism,True,Allison
32098,13900.jpg,Baroque,True,Allison
32099,50211.jpg,Realism,True,Allison
32100,44887.jpg,Impressionism,True,Allison
32101,91020.jpg,Realism,True,Allison
32102,73402.jpg,Realism,True,Allison
32103,56358.jpg,Post-Impressionism,True,Allison
32104,85397.jpg,Realism,True,Allison
32105,66928.jpg,Post-Impressionism,True,Allison
32106,56591.jpg,Renaissance,True,Allison
32107,84932.jpg,Post-Impressionism,True,Allison
32108,46633.jpg,Realism,False,Allison
32109,102819.jpg,Baroque,False,Allison
32110,65849.jpg,Expressionism,True,Allison
32111,26871.jpg,Realism,True,Allison
32112,14694.jpg,Baroque,False,Allison
32113,41699.jpg,Expressionism,True,Allison
32114,13320.jpg,Post-Impressionism,True,Allison
32115,55145.jpg,Post-Impressionism,True,Allison
32116,67469.jpg,Expressionism,False,Allison
32117,90353.jpg,Expressionism,False,Allison
32118,85163.jpg,Post-Impressionism,True,Allison
32119,90363.jpg,Renaissance,True,Allison
32120,82887.jpg,Realism,True,Allison
32121,37922.jpg,Realism,False,Allison
32122,22701.jpg,Realism,False,Allison
32123,3367.jpg,Impressionism,True,Allison
32124,103228.jpg,Art Nouveau (Modern),True,Allison
32125,75919.jpg,Realism,True,Allison
32126,608.jpg,Impressionism,True,Allison
32127,24385.jpg,Realism,True,Allison
32128,37677.jpg,Expressionism,True,Allison
32129,31599.jpg,Realism,True,Allison
32130,22085.jpg,Impressionism,True,Allison
32131,87909.jpg,Impressionism,True,Allison
32132,93253.jpg,Renaissance,True,Allison
32133,50810.jpg,Art Nouveau (Modern),True,Allison
32134,68355.jpg,Baroque,True,Allison
32135,41132.jpg,Impressionism,True,Allison
32136,81828.jpg,Baroque,True,Allison
32137,41242.jpg,Realism,True,Allison
32138,30726.jpg,Realism,True,Allison
32139,73383.jpg,Expressionism,False,Allison
32140,76946.jpg,Realism,True,Allison
32141,69768.jpg,Realism,True,Allison
32142,37515.jpg,Baroque,True,Allison
32143,55687.jpg,Realism,True,Allison
32144,65016.jpg,Realism,True,Allison
32145,36567.jpg,Realism,True,Allison
32146,32313.jpg,Post-Impressionism,True,Allison
32147,22530.jpg,Baroque,True,Allison
32148,51504.jpg,Realism,True,Allison
32149,14931.jpg,Baroque,True,Allison
32150,86069.jpg,Realism,False,Allison
32151,76828.jpg,Baroque,True,Allison
32152,40696.jpg,Renaissance,True,Allison
32153,12905.jpg,Abstract Expressionism,False,Allison
32154,78209.jpg,Impressionism,True,Allison
32155,71167.jpg,Post-Impressionism,False,Allison
32156,53272.jpg,Medieval,True,Allison
32157,28375.jpg,Baroque,False,Allison
32158,35422.jpg,Impressionism,False,Allison
32159,78177.jpg,Expressionism,True,Allison
32160,3870.jpg,Post-Impressionism,False,Allison
32161,89271.jpg,Expressionism,True,Allison
32162,26793.jpg,Realism,True,Allison
32163,99078.jpg,Realism,True,Allison
32164,79992.jpg,Baroque,False,Allison
32165,95617.jpg,Realism,False,Allison
32166,102807.jpg,Post-Impressionism,True,Allison
32167,50038.jpg,Impressionism,True,Allison
32168,59300.jpg,Impressionism,True,Allison
32169,14721.jpg,Renaissance,True,Allison
32170,77828.jpg,Baroque,False,Allison
32171,36376.jpg,Realism,True,Allison
32172,42826.jpg,Post-Impressionism,False,Allison
32173,3636.jpg,Realism,True,Allison
32174,20471.jpg,Realism,False,Allison
32175,3544.jpg,Realism,False,Allison
32176,5623.jpg,Realism,True,Allison
32177,12996.jpg,Impressionism,True,Allison
32178,71055.jpg,Baroque,True,Allison
32179,58104.jpg,Realism,True,Allison
32180,36419.jpg,Realism,True,Allison
32181,2015.jpg,Renaissance,True,Allison
32182,102850.jpg,Realism,True,Allison
32183,14647.jpg,Impressionism,False,Allison
32184,7914.jpg,Realism,True,Allison
32185,81357.jpg,Renaissance,True,Allison
32186,15285.jpg,Baroque,True,Allison
32187,82093.jpg,Realism,True,Allison
32188,63236.jpg,Impressionism,True,Allison
32189,16343.jpg,Expressionism,True,Allison
32190,28754.jpg,Renaissance,False,Allison
32191,43374.jpg,Baroque,True,Allison
32192,94543.jpg,Realism,True,Allison
32193,64577.jpg,Realism,True,Allison
32194,94693.jpg,Renaissance,True,Allison
32195,38297.jpg,Baroque,True,Allison
32196,45146.jpg,Post-Impressionism,True,Allison
32197,86636.jpg,Baroque,True,Allison
32198,15101.jpg,Realism,True,Allison
32199,54248.jpg,Realism,False,Allison
32200,15229.jpg,Realism,False,Allison
32201,18612.jpg,Realism,False,Allison
32202,39622.jpg,Impressionism,False,Allison
32203,63911.jpg,Realism,False,Allison
32204,51724.jpg,Realism,True,Allison
32205,84292.jpg,Realism,True,Allison
32206,6156.jpg,Art Nouveau (Modern),False,Allison
32207,81075.jpg,Expressionism,True,Allison
32208,19364.jpg,Expressionism,True,Allison
32209,92536.jpg,Realism,True,Allison
32210,6523.jpg,Impressionism,True,Allison
32211,4740.jpg,Post-Impressionism,True,Allison
32212,15491.jpg,Baroque,True,Allison
32213,82029.jpg,Post-Impressionism,True,Allison
32214,70374.jpg,Abstract Expressionism,True,Allison
32215,48103.jpg,Impressionism,True,Allison
32216,38687.jpg,Post-Impressionism,True,Allison
32217,87391.jpg,Impressionism,True,Allison
32218,16592.jpg,Post-Impressionism,True,Allison
32219,53469.jpg,Impressionism,False,Allison
32220,40560.jpg,Impressionism,True,Allison
32221,39794.jpg,Realism,True,Allison
32222,21943.jpg,Baroque,True,Allison
32223,21372.jpg,Expressionism,True,Allison
32224,40504.jpg,Realism,True,Allison
32225,14963.jpg,Realism,True,Allison
32226,85523.jpg,Impressionism,True,Allison
32227,33507.jpg,Realism,False,Allison
32228,5351.jpg,Realism,True,Allison
32229,95525.jpg,Impressionism,False,Allison
32230,36822.jpg,Realism,True,Allison
32231,87544.jpg,Realism,True,Allison
32232,68034.jpg,Realism,False,Allison
32233,4227.jpg,Post-Impressionism,True,Allison
32234,8628.jpg,Realism,True,Allison
32235,79444.jpg,Art Nouveau (Modern),True,Allison
32236,16991.jpg,Impressionism,False,Allison
32237,24401.jpg,Renaissance,True,Allison
32238,9075.jpg,Expressionism,True,Allison
32239,95247.jpg,Realism,True,Allison
32240,4621.jpg,Realism,True,Allison
